id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante,revisado_manualmente,color_numbers
1938,Nonparametric and semiparametric models in comparison of observations of a particle-size distributio,include,none,alta,Comparacion de 3 estrategias de seleccion de nudos para splines cubicos; discusion metodologica sustantiva de base pese a aplicacion a granulometria (excepcion E4).,no,no,
1939,Functional data analysis by matrix completion,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
1940,Sensitivity analysis and emulation for functional data using Bayesian adaptive splines,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
1944,Heuristic framework for multiscale testing of the multi-manifold hypothesis,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
1948,Nonparametric density estimation for intentionally corrupted functional data,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
1953,A class of multi-resolution approximations for large spatial datasets,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
1954,Higher-order accurate spectral density estimation of functional time series,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
1957,Functional linear and single-index models: a unified approach via Gaussian Stein identity,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
1961,Significance tests for functional data with complex dependence structure,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
1974,Function-on-scalar quantile regression with application to mass spectrometry proteomics data,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
1977,Modern nonlinear function-on-function regression,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
1979,Efficient Bayesian shape-restricted function estimation with constrained Gaussian process priors,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
1980,Estimation in functional linear quantile regression,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
1988,"Analysis of target data-dependent greedy kernel algorithms: convergence rates for \(f\)-, \(f \cdot ",include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
1994,Marginal distance and Hilbert-Schmidt covariances-based independence tests for multivariate function,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
2002,Generalized linear models for geometrical current predictors: an application to predict garment fit,include,none,alta,"Compara 3 bases distintas (RKHS, covarianza, combinada) para datos funcionales vectoriales; central a PR2/PR4 pese a aplicacion textil (excepcion E4).",no,no,
2035,Continuous and atlas-free analysis of brain structural connectivity,include,none,alta,Nuevo espacio de funciones de rango reducido para conectividad cerebral; discusion metodologica sustantiva de representacion (excepcion E4).,no,no,
2037,Distribution of a Non-parametric Wavelet-based Statistic for Functional Data,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
2050,Nonparametric regression based on discretely sampled curves,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
2051,Investigating swimming technical skills by a double partition clustering of multivariate functional ,include,none,alta,"Descomposicion en base funcional central al metodo, con seleccion de dimension; aplicacion deportiva no resta sustancia metodologica (excepcion E4).",no,no,
2053,A unified approach for testing in Hilbert spaces on incomplete data,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
2065,Multivariate Functional Principal Component Analysis for Data Observed on Different (Dimensional) Do,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
2081,Ultra-Fast Approximate Inference Using Variational Functional Mixed Models,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
2083,Clustering time-course microarray data using functional Bayesian infinite mixture model,include,none,alta,Expansion en funciones de base + mixtura Bayesiana infinita; aplicacion a microarrays con discusion metodologica de base (excepcion E4).,no,no,
2085,Locally Sparse Function-on-Function Regression,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
2090,Improving prediction performance of stellar parameters using functional models,include,none,alta,Descomposicion de espectros en base funcional + regresion; aplicacion astrofisica con discusion metodologica de base (excepcion E4).,no,no,
2094,Liquidity commonality does not imply liquidity resilience commonality: a functional characterisation,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
2098,Testing Stability in Functional Event Observations with an Application to IPO Performance,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
2100,Bootstrapping covariance operators of functional time series,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
2113,Dependent functional linear models with applications to monitoring structural change,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
2118,Functional data analysis.,include,none,alta,"Ramsay & Silverman, Functional Data Analysis 2a ed. (2005) - item #1 del conjunto oro.",no,no,
2121,"Brownian Motion with a Pulse: A Biostatistician's Guide to Diffusions, Bridges, Functional PCA, and ",include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
2122,Local Whittle estimation of long-range dependence for functional time series,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
2128,Convergence of covariance and spectral density estimates for high-dimensional functional time series,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
2138,Structural break analysis for spectrum and trace of covariance operators,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
2141,The functional AR(1) process with a unit root,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
2143,Mortality prediction using survival energy models with functional data analysis,include,none,alta,Usa FPCA para estimacion no parametrica dentro de modelo de mortalidad; FPCA es el aporte metodologico central (excepcion E4).,no,no,
2164,Selected statistical methods of data analysis for multivariate functional data,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
2167,Some recent developments in inference for geostatistical functional data,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
2169,Prokhorov Metric Convergence of the Partial Sum Process for Reconstructed Functional Data,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
2180,Multiscale Change Point Detection for Functional Time Series,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
